OrderNumber,OrderItem,YEAR,MONTH,Date,Customer,CustDescr,City,SalesOrg,Country,Product,ProdDescr,ProdCat,CatDescr,Division,SalesQuantity,UnitOfMeasure,Currency,Revenue,Discount,Revenue USD,Discount USD,Costs in USD
100026,100,2007,1,1/22/2007,20000,Neckarrad,Heidelberg,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,9,ST,EUR,210.05,6.3,272.16,8.16,126
100027,10,2007,1,1/22/2007,23000,Red Light Bikes,Hamburg,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,1,ST,EUR,1417.09,42.51,1836.08,55.08,950
100027,20,2007,1,1/22/2007,23000,Red Light Bikes,Hamburg,DN00,DE,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,1,ST,EUR,2000.59,60.02,2592.11,77.77,1200
100027,30,2007,1,1/22/2007,23000,Red Light Bikes,Hamburg,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,9,ST,EUR,210.05,6.3,272.16,8.16,126
100027,40,2007,1,1/22/2007,23000,Red Light Bikes,Hamburg,DN00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,2,ST,EUR,2667.46,80.02,3456.15,103.68,1800
100028,10,2007,1,1/23/2007,15000,Bavaria Bikes,München,DS00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,2,ST,EUR,5334.92,266.75,6948.32,347.42,3000
100028,20,2007,1,1/23/2007,15000,Bavaria Bikes,München,DS00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,6,ST,EUR,15004.44,750.22,19542.12,977.1,8400
100029,10,2007,1,1/26/2007,16000,Capital Bikes,Berlin,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,2,ST,EUR,2834.17,85.03,3658.88,109.77,2000
100029,20,2007,1,1/26/2007,16000,Capital Bikes,Berlin,DN00,DE,RKIT1000,Repair Kit,ACC,Accessoire,AS,6,ST,EUR,160.07,4.8,206.65,6.2,96
100029,30,2007,1,1/26/2007,16000,Capital Bikes,Berlin,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,19,ST,EUR,633.48,19.01,817.82,24.54,380
100029,40,2007,1,1/26/2007,16000,Capital Bikes,Berlin,DN00,DE,DXRD2000,Road Bike Alu SRAM,ROB,Roadbike,BI,3,ST,EUR,4126.22,123.79,5326.9,159.81,2850
100029,50,2007,1,1/26/2007,16000,Capital Bikes,Berlin,DN00,DE,PRTR1000,Professional Touring Bike-Black,TOU,Touring Bike,BI,6,ST,EUR,16004.72,480.15,20661.92,619.87,9000
100030,10,2007,1,1/26/2007,20000,Neckarrad,Heidelberg,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,1,ST,EUR,23.34,0.7,30.13,0.9,14
100030,20,2007,1,1/26/2007,20000,Neckarrad,Heidelberg,DS00,DE,PRTR1000,Professional Touring Bike-Black,TOU,Touring Bike,BI,9,ST,EUR,24007.09,720.21,30992.89,929.78,13500
100030,30,2007,1,1/26/2007,20000,Neckarrad,Heidelberg,DS00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,9,ST,EUR,30008.88,900.26,38741.13,1162.23,19800
100031,10,2007,1,1/27/2007,16000,Capital Bikes,Berlin,DN00,DE,DXTR1000,Deluxe Touring Bike-Black,TOU,Touring Bike,BI,5,ST,EUR,12503.7,375.11,16142.14,484.26,7000
100031,20,2007,1,1/27/2007,16000,Capital Bikes,Berlin,DN00,DE,RHMT1000,Road Helmet,ACC,Accessoire,AS,3,ST,EUR,125.03,3.75,161.41,4.84,75
100032,10,2007,1,1/27/2007,17000,Cruiser Bikes,Hannover,DN00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,8,ST,EUR,120.06,3.6,155,4.65,72
100032,20,2007,1,1/27/2007,17000,Cruiser Bikes,Hannover,DN00,DE,KPAD1000,Knee Pads,ACC,Accessoire,AS,3,ST,EUR,187.54,5.63,242.11,7.27,112.5
100032,30,2007,1,1/27/2007,17000,Cruiser Bikes,Hannover,DN00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,3,ST,EUR,7502.22,225.07,9685.28,290.56,4200
100032,40,2007,1,1/27/2007,17000,Cruiser Bikes,Hannover,DN00,DE,PRRD2000,Road Bike Carbon SRAM,ROB,Roadbike,BI,9,ST,EUR,31509.31,945.28,40678.17,1220.35,21150
100032,50,2007,1,1/27/2007,17000,Cruiser Bikes,Hannover,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,8,ST,EUR,11336.67,340.1,14635.52,439.07,7600
100032,60,2007,1,1/27/2007,17000,Cruiser Bikes,Hannover,DN00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,8,ST,EUR,120.06,3.6,155,4.65,72
100032,70,2007,1,1/27/2007,17000,Cruiser Bikes,Hannover,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,8,ST,EUR,11336.67,340.1,14635.52,439.07,8000
100033,10,2007,1,1/29/2007,15000,Bavaria Bikes,München,DS00,DE,OHMT1000,Off Road Helmet,ACC,Accessoire,AS,2,ST,EUR,83.35,4.17,107.91,5.4,50
100033,20,2007,1,1/29/2007,15000,Bavaria Bikes,München,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,9,ST,EUR,135.01,6.75,174.79,8.74,81
100033,30,2007,1,1/29/2007,15000,Bavaria Bikes,München,DS00,DE,OHMT1000,Off Road Helmet,ACC,Accessoire,AS,8,ST,EUR,333.42,16.67,431.67,21.58,200
100033,40,2007,1,1/29/2007,15000,Bavaria Bikes,München,DS00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,5,ST,EUR,16671.6,833.58,21584.15,1079.21,11000
100033,50,2007,1,1/29/2007,15000,Bavaria Bikes,München,DS00,DE,DXRD2000,Road Bike Alu SRAM,ROB,Roadbike,BI,4,ST,EUR,5501.64,275.08,7122.79,356.14,3800
100033,60,2007,1,1/29/2007,15000,Bavaria Bikes,München,DS00,DE,OHMT1000,Off Road Helmet,ACC,Accessoire,AS,8,ST,EUR,333.42,16.67,431.67,21.58,200
100033,70,2007,1,1/29/2007,15000,Bavaria Bikes,München,DS00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,3,ST,EUR,4251.26,212.56,5503.96,275.19,3000
100034,10,2007,2,2/2/2007,13000,Airport Bikes,Frankfurt,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,6,ST,EUR,140.05,4.2,181.48,5.44,84
100034,20,2007,2,2/2/2007,13000,Airport Bikes,Frankfurt,DS00,DE,EPAD1000,Elbow Pads,ACC,Accessoire,AS,8,ST,EUR,500.19,15,648.17,19.44,300
100035,10,2007,2,2/2/2007,19000,Fahrpott,Bochum,DN00,DE,SHRT1000,T-shirt,ACC,Accessoire,AS,3,ST,EUR,75.03,,97.23,,45
100035,20,2007,2,2/2/2007,19000,Fahrpott,Bochum,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,16,ST,EUR,533.42,,691.23,,320
100035,30,2007,2,2/2/2007,19000,Fahrpott,Bochum,DN00,DE,KPAD1000,Knee Pads,ACC,Accessoire,AS,6,ST,EUR,375.14,,486.12,,225
100035,40,2007,2,2/2/2007,19000,Fahrpott,Bochum,DN00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,7,ST,EUR,17505.18,,22683.92,,9800
100035,50,2007,2,2/2/2007,19000,Fahrpott,Bochum,DN00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,1,ST,EUR,1333.73,,1728.3,,900
100035,60,2007,2,2/2/2007,19000,Fahrpott,Bochum,DN00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,2,ST,EUR,5001.48,,6481.12,,2800
100036,10,2007,2,2/3/2007,15000,Bavaria Bikes,München,DS00,DE,RKIT1000,Repair Kit,ACC,Accessoire,AS,7,ST,EUR,186.7,9.34,241.93,12.1,112
100036,20,2007,2,2/3/2007,15000,Bavaria Bikes,München,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,2,ST,EUR,46.68,2.34,60.49,3.03,28
100037,10,2007,2,2/4/2007,19000,Fahrpott,Bochum,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,5,ST,EUR,116.71,,151.24,,70
100037,20,2007,2,2/4/2007,19000,Fahrpott,Bochum,DN00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,6,ST,EUR,8002.36,,10369.78,,5400
100037,30,2007,2,2/4/2007,19000,Fahrpott,Bochum,DN00,DE,DXRD2000,Road Bike Alu SRAM,ROB,Roadbike,BI,1,ST,EUR,1375.41,,1782.31,,950
100037,40,2007,2,2/4/2007,19000,Fahrpott,Bochum,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,7,ST,EUR,9919.61,,12854.23,,6650
100037,50,2007,2,2/4/2007,19000,Fahrpott,Bochum,DN00,DE,RKIT1000,Repair Kit,ACC,Accessoire,AS,2,ST,EUR,53.34,,69.12,,32
100037,60,2007,2,2/4/2007,19000,Fahrpott,Bochum,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,4,ST,EUR,5668.35,,7345.28,,3800
100038,10,2007,2,2/4/2007,24000,Velodrom,Magdeburg,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,6,ST,EUR,8502.52,,11017.91,,5700
100039,10,2007,2,2/5/2007,14000,Alster Cycling,Hamburg,DN00,DE,PRRD3000,Road Bike Carbon Campagnolo,ROB,Roadbike,BI,9,ST,EUR,33760.03,1012.8,43657.09,1309.71,24300
100039,20,2007,2,2/5/2007,14000,Alster Cycling,Hamburg,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,19,ST,EUR,633.61,19.01,819.36,24.58,380
100039,30,2007,2,2/5/2007,14000,Alster Cycling,Hamburg,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,6,ST,EUR,140.06,4.2,181.12,5.43,84
100039,40,2007,2,2/5/2007,14000,Alster Cycling,Hamburg,DN00,DE,OHMT1000,Off Road Helmet,ACC,Accessoire,AS,3,ST,EUR,125.03,3.75,161.68,4.85,75
100039,50,2007,2,2/5/2007,14000,Alster Cycling,Hamburg,DN00,DE,OHMT1000,Off Road Helmet,ACC,Accessoire,AS,6,ST,EUR,250.07,7.51,323.38,9.71,150
100039,60,2007,2,2/5/2007,14000,Alster Cycling,Hamburg,DN00,DE,SHRT1000,T-shirt,ACC,Accessoire,AS,7,ST,EUR,175.06,5.25,226.38,6.79,105
100039,70,2007,2,2/5/2007,14000,Alster Cycling,Hamburg,DN00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,3,ST,EUR,10002.96,300.09,12935.42,388.06,6600
100040,10,2007,2,2/5/2007,17000,Cruiser Bikes,Hannover,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,6,ST,EUR,8502.51,255.07,10995.1,329.85,6000
100040,20,2007,2,2/5/2007,17000,Cruiser Bikes,Hannover,DN00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,2,ST,EUR,30.01,0.9,38.81,1.16,18
100040,30,2007,2,2/5/2007,17000,Cruiser Bikes,Hannover,DN00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,7,ST,EUR,18672.22,560.16,24146.15,724.38,10500
100040,40,2007,2,2/5/2007,17000,Cruiser Bikes,Hannover,DN00,DE,SHRT1000,T-shirt,ACC,Accessoire,AS,8,ST,EUR,200.07,6,258.72,7.76,120
100040,50,2007,2,2/5/2007,17000,Cruiser Bikes,Hannover,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,4,ST,EUR,93.37,2.8,120.74,3.62,56
100040,60,2007,2,2/5/2007,17000,Cruiser Bikes,Hannover,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,3,ST,EUR,4251.26,127.54,5497.56,164.93,2850
100040,70,2007,2,2/5/2007,17000,Cruiser Bikes,Hannover,DN00,DE,PRTR1000,Professional Touring Bike-Black,TOU,Touring Bike,BI,7,ST,EUR,18672.22,560.16,24146.15,724.38,10500
100040,80,2007,2,2/5/2007,17000,Cruiser Bikes,Hannover,DN00,DE,RHMT1000,Road Helmet,ACC,Accessoire,AS,2,ST,EUR,83.36,2.5,107.8,3.23,50
100041,10,2007,2,2/7/2007,16000,Capital Bikes,Berlin,DN00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,5,ST,EUR,13337.27,400.12,17363.98,520.92,7500
100042,10,2007,2,2/7/2007,22000,Rädlelland,Stuttgart,DS00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,9,ST,EUR,24007.09,720.21,31255.16,937.65,13500
100042,20,2007,2,2/7/2007,22000,Rädlelland,Stuttgart,DS00,DE,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,2,ST,EUR,4001.18,120.04,5209.19,156.28,2400
100042,30,2007,2,2/7/2007,22000,Rädlelland,Stuttgart,DS00,DE,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,3,ST,EUR,6001.76,180.05,7813.77,234.41,3600
100042,40,2007,2,2/7/2007,22000,Rädlelland,Stuttgart,DS00,DE,RKIT1000,Repair Kit,ACC,Accessoire,AS,6,ST,EUR,160.06,4.8,208.38,6.25,96
100042,50,2007,2,2/7/2007,22000,Rädlelland,Stuttgart,DS00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,3,ST,EUR,7502.22,225.07,9767.24,293.02,4200
100042,60,2007,2,2/7/2007,22000,Rädlelland,Stuttgart,DS00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,9,ST,EUR,12003.59,360.11,15627.64,468.83,8100
100042,70,2007,2,2/7/2007,22000,Rädlelland,Stuttgart,DS00,DE,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,2,ST,EUR,4001.18,120.04,5209.19,156.28,2400
100042,80,2007,2,2/7/2007,22000,Rädlelland,Stuttgart,DS00,DE,PRTR3000,Professional Touring Bike-Red,TOU,Touring Bike,BI,9,ST,EUR,24007.09,720.21,31255.16,937.65,13500
100042,90,2007,2,2/7/2007,22000,Rädlelland,Stuttgart,DS00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,7,ST,EUR,9336.12,280.08,12154.82,364.64,6300
100043,10,2007,2,2/7/2007,23000,Red Light Bikes,Hamburg,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,9,ST,EUR,210.08,6.3,273.51,8.2,126
100043,20,2007,2,2/7/2007,23000,Red Light Bikes,Hamburg,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,4,ST,EUR,5668.36,170.05,7379.72,221.39,3800
100043,30,2007,2,2/7/2007,23000,Red Light Bikes,Hamburg,DN00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,5,ST,EUR,6668.66,200.06,8682.02,260.46,4500
100043,40,2007,2,2/7/2007,23000,Red Light Bikes,Hamburg,DN00,DE,BOTL1000,Water Bottle,ACC,Accessoire,AS,3,ST,EUR,50.02,1.5,65.12,1.95,30
100043,50,2007,2,2/7/2007,23000,Red Light Bikes,Hamburg,DN00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,4,ST,EUR,10002.96,300.09,13022.99,390.69,5600
100044,10,2007,2,2/8/2007,15000,Bavaria Bikes,München,DS00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,4,ST,EUR,5668.33,283.41,7388.33,369.41,3800
100044,20,2007,2,2/8/2007,15000,Bavaria Bikes,München,DS00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,3,ST,EUR,10002.96,500.15,13038.27,651.92,6600
100044,30,2007,2,2/8/2007,15000,Bavaria Bikes,München,DS00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,2,ST,EUR,2834.16,141.71,3694.16,184.71,1900
100044,40,2007,2,2/8/2007,15000,Bavaria Bikes,München,DS00,DE,DXTR3000,Deluxe Touring Bike-Red,TOU,Touring Bike,BI,2,ST,EUR,5001.48,250.08,6519.13,325.96,2800
100044,50,2007,2,2/8/2007,15000,Bavaria Bikes,München,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,7,ST,EUR,105.03,5.25,136.9,6.84,63
100044,60,2007,2,2/8/2007,15000,Bavaria Bikes,München,DS00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,20,ST,EUR,666.93,33.35,869.3,43.47,400
100044,70,2007,2,2/8/2007,15000,Bavaria Bikes,München,DS00,DE,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,15,ST,EUR,30008.91,1500.45,39114.85,1955.75,18000
100045,10,2007,2,2/8/2007,16000,Capital Bikes,Berlin,DN00,DE,PRTR3000,Professional Touring Bike-Red,TOU,Touring Bike,BI,5,ST,EUR,13337.26,400.12,17384.33,521.53,7500
100045,20,2007,2,2/8/2007,16000,Capital Bikes,Berlin,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,3,ST,EUR,100.04,3,130.4,3.91,60
100045,30,2007,2,2/8/2007,16000,Capital Bikes,Berlin,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,2,ST,EUR,2834.16,85.03,3694.16,110.83,1900
100045,40,2007,2,2/8/2007,16000,Capital Bikes,Berlin,DN00,DE,DXTR3000,Deluxe Touring Bike-Red,TOU,Touring Bike,BI,4,ST,EUR,10002.96,300.09,13038.27,391.15,5600
100045,50,2007,2,2/8/2007,16000,Capital Bikes,Berlin,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,21,ST,EUR,700.27,21.01,912.76,27.39,420
100045,60,2007,2,2/8/2007,16000,Capital Bikes,Berlin,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,8,ST,EUR,11336.66,340.1,14776.67,443.3,8000
100046,10,2007,2,2/8/2007,18000,Drahtesel,Leipzig,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,9,ST,EUR,12753.74,,16623.75,,8550
100046,20,2007,2,2/8/2007,18000,Drahtesel,Leipzig,DN00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,1,ST,EUR,2667.45,,3476.86,,1500
100046,30,2007,2,2/8/2007,18000,Drahtesel,Leipzig,DN00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,1,ST,EUR,15,,19.55,,9
100046,40,2007,2,2/8/2007,18000,Drahtesel,Leipzig,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,2,ST,EUR,66.69,,86.93,,40
100046,50,2007,2,2/8/2007,18000,Drahtesel,Leipzig,DN00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,2,ST,EUR,5001.48,,6519.13,,2800
100046,60,2007,2,2/8/2007,18000,Drahtesel,Leipzig,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,1,ST,EUR,23.34,,30.42,,14
100046,70,2007,2,2/8/2007,18000,Drahtesel,Leipzig,DN00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,3,ST,EUR,8002.36,,10430.6,,4500
100046,80,2007,2,2/8/2007,18000,Drahtesel,Leipzig,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,8,ST,EUR,11336.66,,14776.67,,8000
100046,90,2007,2,2/8/2007,18000,Drahtesel,Leipzig,DN00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,18,ST,EUR,600.23,,782.36,,360
100047,10,2007,2,2/8/2007,20000,Neckarrad,Heidelberg,DS00,DE,KPAD1000,Knee Pads,ACC,Accessoire,AS,2,ST,EUR,125.03,3.75,162.97,4.89,75
100047,20,2007,2,2/8/2007,20000,Neckarrad,Heidelberg,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,9,ST,EUR,135.03,4.05,176,5.28,81
100047,30,2007,2,2/8/2007,20000,Neckarrad,Heidelberg,DS00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,8,ST,EUR,10669.81,320.09,13907.47,417.22,7200
100047,40,2007,2,2/8/2007,20000,Neckarrad,Heidelberg,DS00,DE,ORWN1000,Women's Off Road Bike Fully,ORB,Offroad Bike,BI,18,ST,EUR,37511.1,1125.33,48893.51,1466.8,22500
100047,50,2007,2,2/8/2007,20000,Neckarrad,Heidelberg,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,6,ST,EUR,140.04,4.2,182.53,5.47,84
100047,60,2007,2,2/8/2007,20000,Neckarrad,Heidelberg,DS00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,2,ST,EUR,2834.16,85.03,3694.16,110.83,2000
100047,70,2007,2,2/8/2007,20000,Neckarrad,Heidelberg,DS00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,3,ST,EUR,7502.22,225.07,9778.7,293.37,4200
100047,80,2007,2,2/8/2007,20000,Neckarrad,Heidelberg,DS00,DE,DXTR2000,Deluxe Touring Bike-Silver,TOU,Touring Bike,BI,2,ST,EUR,5001.48,150.05,6519.13,195.58,2800
100048,10,2007,2,2/8/2007,22000,Rädlelland,Stuttgart,DS00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,7,ST,EUR,163.38,4.9,212.96,6.39,98
100048,20,2007,2,2/8/2007,22000,Rädlelland,Stuttgart,DS00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,9,ST,EUR,12753.74,382.61,16623.75,498.71,9000
100048,30,2007,2,2/8/2007,22000,Rädlelland,Stuttgart,DS00,DE,PRTR2000,Professional Touring Bike-Silver,TOU,Touring Bike,BI,5,ST,EUR,13337.26,400.12,17384.33,521.53,7500
100048,40,2007,2,2/8/2007,22000,Rädlelland,Stuttgart,DS00,DE,BOTL1000,Water Bottle,ACC,Accessoire,AS,3,ST,EUR,50.02,1.5,65.2,1.96,30
100049,10,2007,2,2/8/2007,24000,Velodrom,Magdeburg,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,4,ST,EUR,93.36,,121.69,,56
100049,20,2007,2,2/8/2007,24000,Velodrom,Magdeburg,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,3,ST,EUR,70.02,,91.27,,42
100049,30,2007,2,2/8/2007,24000,Velodrom,Magdeburg,DN00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,1,ST,EUR,3334.32,,4346.09,,2200
100050,10,2007,2,2/9/2007,16000,Capital Bikes,Berlin,DN00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,9,ST,EUR,135.07,4.05,175.64,5.27,81
100050,20,2007,2,2/9/2007,16000,Capital Bikes,Berlin,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,3,ST,EUR,70.03,2.1,91.07,2.73,42
100050,30,2007,2,2/9/2007,16000,Capital Bikes,Berlin,DN00,DE,DXTR3000,Deluxe Touring Bike-Red,TOU,Touring Bike,BI,9,ST,EUR,22506.66,675.2,29267.44,878.02,12600
100050,40,2007,2,2/9/2007,16000,Capital Bikes,Berlin,DN00,DE,PUMP1000,Air Pump,ACC,Accessoire,AS,2,ST,EUR,46.69,1.4,60.72,1.82,28
100050,50,2007,2,2/9/2007,16000,Capital Bikes,Berlin,DN00,DE,BOTL1000,Water Bottle,ACC,Accessoire,AS,1,ST,EUR,16.67,0.5,21.68,0.65,10
100050,60,2007,2,2/9/2007,16000,Capital Bikes,Berlin,DN00,DE,DXRD1000,Road Bike Alu Shimano,ROB,Roadbike,BI,7,ST,EUR,9919.6,297.59,12899.35,386.98,7000
100050,70,2007,2,2/9/2007,16000,Capital Bikes,Berlin,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,2,ST,EUR,2834.17,85.02,3685.53,110.56,1900
100050,80,2007,2,2/9/2007,16000,Capital Bikes,Berlin,DN00,DE,OHMT1000,Off Road Helmet,ACC,Accessoire,AS,9,ST,EUR,375.16,11.25,487.85,14.63,225
100051,10,2007,2,2/9/2007,20000,Neckarrad,Heidelberg,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,5,ST,EUR,75.04,2.25,97.58,2.93,45
100051,20,2007,2,2/9/2007,20000,Neckarrad,Heidelberg,DS00,DE,ORHT1000,Men's Off Road Bike Hard Tail Shimano,ORB,Offroad Bike,BI,2,ST,EUR,2667.46,80.03,3468.74,104.07,1800
100051,30,2007,2,2/9/2007,20000,Neckarrad,Heidelberg,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,6,ST,EUR,90.05,2.7,117.1,3.51,54
100051,40,2007,2,2/9/2007,20000,Neckarrad,Heidelberg,DS00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,15,ST,EUR,500.21,15.01,650.47,19.52,300
100051,50,2007,2,2/9/2007,20000,Neckarrad,Heidelberg,DS00,DE,FAID1000,First Aid Kit,ACC,Accessoire,AS,11,ST,EUR,366.82,11.01,477.01,14.32,220
100051,60,2007,2,2/9/2007,20000,Neckarrad,Heidelberg,DS00,DE,ORWN1000,Women's Off Road Bike Fully,ORB,Offroad Bike,BI,4,ST,EUR,8335.8,250.07,10839.79,325.19,5000
100052,10,2007,2,2/9/2007,22000,Rädlelland,Stuttgart,DS00,DE,CAGE1000,Water Bottle Cage,ACC,Accessoire,AS,4,ST,EUR,60.03,1.8,78.06,2.34,36
100052,20,2007,2,2/9/2007,22000,Rädlelland,Stuttgart,DS00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,5,ST,EUR,7085.43,212.56,9213.82,276.41,4750
100052,30,2007,2,2/9/2007,22000,Rädlelland,Stuttgart,DS00,DE,PRRD3000,Road Bike Carbon Campagnolo,ROB,Roadbike,BI,3,ST,EUR,11253.33,337.6,14633.72,439.01,8100
100052,40,2007,2,2/9/2007,22000,Rädlelland,Stuttgart,DS00,DE,DXTR1000,Deluxe Touring Bike-Black,TOU,Touring Bike,BI,5,ST,EUR,12503.7,375.12,16259.69,487.8,7000
100053,10,2007,2,2/9/2007,23000,Red Light Bikes,Hamburg,DN00,DE,RKIT1000,Repair Kit,ACC,Accessoire,AS,4,ST,EUR,106.7,3.2,138.75,4.16,64
100053,20,2007,2,2/9/2007,23000,Red Light Bikes,Hamburg,DN00,DE,PRRD1000,Road Bike Carbon Shimano,ROB,Roadbike,BI,7,ST,EUR,23340.24,700.21,30351.42,910.55,15400
100053,30,2007,2,2/9/2007,23000,Red Light Bikes,Hamburg,DN00,DE,ORMN1000,Men's Off Road Bike Fully,ORB,Offroad Bike,BI,1,ST,EUR,2000.59,60.01,2601.55,78.04,1200
100053,40,2007,2,2/9/2007,23000,Red Light Bikes,Hamburg,DN00,DE,ORHT2000,Men's Off Road Bike Hard Tail SRAM,ORB,Offroad Bike,BI,9,ST,EUR,12753.77,382.61,16584.88,497.54,8550
